Name,Specialties,Gender,Language,City,Zipcode,Overall_Ratings,Total_Reviews,Wait_Time_Score,Manner_Score,Video_Visit,Doc_Urls
"Dr. Brian Lee, DPM",Podiatrist,Male,"English
Korean","New York, NY",10019,4.58,26 reviews,4.91,4.73,False,https://www.zocdoc.com/doctor/brian-lee-dpm-287733
"Dr. John Ventrudo, MD","Physiatrist, Pain Management Specialist",Male,English,"New York, NY",10017,4.67,43 reviews,4.31,4.81,False,https://www.zocdoc.com/doctor/john-ventrudo-md-174821
"Dr. Chaninah Zweihorn, DDS",Orthodontist,Male,English,"Brooklyn, NY",11219,4.00,10 reviews,3.90,3.90,False,https://www.zocdoc.com/dentist/chaninah-zweihorn-dds-63274
"Dr. Laurie Rice, MD",Primary Care Doctor,Female,English,"New York, NY",None,4.63,2610 reviews,3.99,4.70,True,https://www.zocdoc.com/doctor/laurie-rice-md-12247
"Dr. Alla Temkin, DDS","Dentist, Cosmetic Dentist",Female,"English
Spanish
Russian","New York, NY",10036,4.33,94 reviews,4.59,4.30,False,https://www.zocdoc.com/dentist/alla-temkin-dds-36138
"Dr. Roey Pasternak, MD","Child and Adolescent Psychiatrist, Psychiatrist",Male,"English
Hebrew","New York, NY",10001,4.87,39 reviews,4.95,4.92,False,https://www.zocdoc.com/doctor/roey-pasternak-md-61185
"Janet Lee, MSAc",Acupuncturist,Female,English,"New York, NY",10038,None,None,None,None,True,https://www.zocdoc.com/doctor/janet-lee-msac-296287
"Dr. Lawrence Hirsch, DDS",Dentist,Male,English,"Rego Park, NY",11374,3.29,None,3.29,3.29,False,https://www.zocdoc.com/dentist/lawrence-hirsch-dds-128300
"Dr. Scott Kenyon, DMD",Dentist,Male,English,"New York, NY",10022,None,None,None,None,False,https://www.zocdoc.com/dentist/scott-kenyon-dmd-297115
"Dr. Gershon Ney, MD",Neurologist,Male,"English
Hebrew","New York, NY",10011,3.86,7 reviews,4.14,3.86,False,https://www.zocdoc.com/doctor/gershon-ney-md-284592
"Pooja Pahilajani, PT",Physical Therapist,Female,"English
Hindi
Sindhi","Staten Island, NY",10303,5.00,9 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/pooja-pahilajani-pt-282957
"Shushanik Karapetyan, LMHC",Psychotherapist,Female,"English
Armenian","New York, NY",10011,5.00,12 reviews,4.91,4.91,True,https://www.zocdoc.com/professional/shushanik-karapetyan-lmhc-283221
"Dr. Paulina Jalocha, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Female,English,"New York, NY",10019,4.49,142 reviews,4.67,4.66,False,https://www.zocdoc.com/dentist/paulina-jalocha-dds-83105
"Dr. Wynatte Chu, DDS","Dentist, Cosmetic Dentist",Female,English,"New York, NY",10038,4.84,70 reviews,4.76,4.90,False,https://www.zocdoc.com/dentist/wynatte-chu-dds-82005
"Natalie Francis, LAc",Acupuncturist,Female,English,"New York, NY",10001,4.00,None,None,None,False,https://www.zocdoc.com/doctor/natalie-francis-lac-287861
"Dr. Sharon Huang, DDS","Dentist, Cosmetic Dentist",Female,"English
Portuguese
Chinese (Mandarin)
Chinese (Cantonese)","New York, NY",10017,4.80,405 reviews,4.67,4.84,False,https://www.zocdoc.com/dentist/sharon-huang-dds-149580
"Elaine Yudkovitz, LCSW, PhD",Psychotherapist,Female,English,"New York, NY",10011,5.00,6 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/elaine-yudkovitz-lcsw-phd-216588
"Dr. Karen Thornton, MD","Family Physician, Primary Care Doctor",Female,English,"New York, NY",10036,4.48,578 reviews,3.93,4.58,False,https://www.zocdoc.com/doctor/karen-thornton-md-8520
"Thomas Neuschul, LCSW",Psychotherapist,Male,English,"New York, NY",None,5.00,6 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/thomas-neuschul-lcsw-255253
"Dr. Deena Adimoolam, MD",Endocrinologist,Female,English,"New York, NY",None,4.52,29 reviews,4.17,4.55,False,https://www.zocdoc.com/doctor/deena-adimoolam-md-162727
"Dr. Rod Saclolo, MD",Internist,Male,"English
Spanish
Tagalog","New York, NY",10016,4.83,811 reviews,4.73,4.84,False,https://www.zocdoc.com/doctor/rod-saclolo-md-8151
"Dr. Frank Morrone, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Male,"English
Spanish
Russian","Astoria, NY",11103,4.71,49 reviews,4.55,4.81,False,https://www.zocdoc.com/dentist/frank-morrone-dds-166228
"Dr. Arthur Pinkhasov, MD","Internist, Primary Care Doctor",Male,"English
Spanish
Russian","Forest Hills, NY",11375,4.70,135 reviews,4.32,4.70,False,https://www.zocdoc.com/doctor/arthur-pinkhasov-md-209975
"Dr. Ehsan Farrokhmanesh, DDS",Endodontist,Male,English,"Brooklyn, NY",11201,4.95,21 reviews,4.75,4.90,False,https://www.zocdoc.com/dentist/ehsan-farrokhmanesh-dds-295967
"Dr. Ruth Abramowitz, DMD",Dentist,Female,"English
Hebrew","Brooklyn, NY",11230,5.00,6 reviews,4.60,5.00,False,https://www.zocdoc.com/dentist/ruth-abramowitz-dmd-293162
"Joyce Lilly, DAc, LAc",Acupuncturist,Female,"English
Chinese (Cantonese)","New York, NY",10003,5.00,8 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/joyce-lilly-dac-lac-294070
"Dr. Sanghyun Kim, MD",Colorectal Surgeon,Male,"English
Spanish
Korean","New York, NY",10029,None,None,None,None,False,https://www.zocdoc.com/doctor/sanghyun-kim-md-243820
"Dr. Falguni Asrani, MD, FAAD","Pediatric Dermatologist, Dermatologist",Female,English,"New York, NY",10023,4.82,146 reviews,4.54,4.88,True,https://www.zocdoc.com/doctor/falguni-asrani-md-faad-255912
"Dr. Lidia Movahedian, DDS",Orthodontist,Female,English,"Forest Hills, NY",11375,5.00,None,4.80,5.00,False,https://www.zocdoc.com/dentist/lidia-movahedian-dds-295043
"Dr. Brian Pinsky, MD, FACS","Hand Surgeon, Plastic Surgeon",Male,English,"New York, NY",None,4.73,22 reviews,4.55,4.55,True,https://www.zocdoc.com/doctor/brian-pinsky-md-facs-118237
"Dr. Anthony Sarlo, DMD",Dentist,Male,English,"Staten Island, NY",10314,None,None,None,None,False,https://www.zocdoc.com/dentist/anthony-sarlo-dmd-287936
"Dr. Prabhat Soni, MD",Internist,Male,English,"Brooklyn, NY",11210,3.97,79 reviews,3.75,4.09,False,https://www.zocdoc.com/doctor/prabhat-soni-md-291271
"Dr. Angelica Iancu, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Female,"English
Spanish
Urdu
Russian
Romanian","Brooklyn, NY",11210,4.77,153 reviews,4.48,4.85,False,https://www.zocdoc.com/dentist/angelica-iancu-dds-167671
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Female,"English
Hindi","New York, NY",10038,4.69,61 reviews,4.68,4.67,False,https://www.zocdoc.com/dentist/priya-sekhri-dmd-54543
"Dr. Marina Margolin, MD","Family Physician, Primary Care Doctor",Female,English,"New York, NY",10007,None,None,None,None,True,https://www.zocdoc.com/doctor/marina-margolin-md-65827
"Dr. Michael Ammirati, MD",Gastroenterologist,Male,English,"New York, NY",10021,4.29,101 reviews,3.68,4.49,False,https://www.zocdoc.com/doctor/michael-ammirati-md-51125
"Dr. Victoria Katz, MD",Rheumatologist,Female,"English
Spanish
Georgian","brooklyn, NY",11229,4.22,194 reviews,3.52,4.36,False,https://www.zocdoc.com/doctor/victoria-katz-md-13685
"Dr. James Nininger, MD",Psychiatrist,Male,English,"New York, NY",10024,4.74,31 reviews,4.52,4.74,True,https://www.zocdoc.com/doctor/james-nininger-md-157147
"Dr. Marina Shimshi, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Female,"English
French
Spanish
Hebrew","New York, NY",10022,4.80,109 reviews,4.70,4.85,False,https://www.zocdoc.com/dentist/marina-shimshi-dds-28710
"Dr. Jin Sup Shin, DDS",Orthodontist,Female,"English
Korean","New York, NY",10022,5.00,12 reviews,5.00,5.00,False,https://www.zocdoc.com/dentist/jin-sup-shin-dds-290339
"Dr. Steven Dostis, DDS","Dentist, Cosmetic Dentist",Male,"English
Spanish
Hebrew
Italian
Russian","Brooklyn, NY",11209,4.99,78 reviews,4.78,4.96,False,https://www.zocdoc.com/dentist/steven-dostis-dds-125794
"Dr. Nay Htyte, MD, FACC, FSCAI",Cardiologist,Male,English,"Brooklyn, NY",11229,None,None,None,None,True,https://www.zocdoc.com/doctor/nay-htyte-md-facc-fscai-282372
"Morrine Foster, PA",Physician Assistant,Female,English,"Bronx, NY",10461,5.00,15 reviews,4.60,4.93,False,https://www.zocdoc.com/doctor/morrine-foster-pa-286736
"Dr. Joseph Nam, DMD","Pediatric Dentist, Dentist",Male,"English
Spanish
Korean","New York, NY",10019,5.00,9 reviews,4.67,5.00,False,https://www.zocdoc.com/dentist/joseph-nam-dmd-251711
"Esther Rosner, CDN, RD, RDN","Dietitian, Nutritionist",Female,English,"Staten Island, NY",10314,5.00,None,5.00,5.00,True,https://www.zocdoc.com/doctor/esther-rosner-cdn-rd-rdn-295347
"Gregory Lowder, PhD",Psychologist,Male,English,"New York, NY",10022,5.00,8 reviews,5.00,5.00,True,https://www.zocdoc.com/doctor/gregory-lowder-phd-290074
"Autumn Potter, MA",Psychotherapist,Female,English,"New York, NY",10001,5.00,3 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/autumn-potter-ma-297232
"Dr. Adam Smith, DDS",Dentist,Male,"English
Spanish
Russian","New York, NY",10065,4.62,110 reviews,4.62,4.66,False,https://www.zocdoc.com/dentist/adam-smith-dds-2625
"Dr. Melissa Chan, MD","Internist, Primary Care Doctor",Female,"English
Chinese (Mandarin)
Chinese (Cantonese)","New York, NY",10013,4.39,590 reviews,4.21,4.31,True,https://www.zocdoc.com/doctor/melissa-chan-md-29104
"Dr. Stephanie Hocking, MD","Family Physician, Primary Care Doctor",Female,"English
Spanish","New York, NY",None,4.81,253 reviews,4.69,4.84,True,https://www.zocdoc.com/doctor/stephanie-hocking-md-258567
"Dr. Yon H. Lai, DDS",Orthodontist,Male,"English
Spanish
Burmese
Chinese (Mandarin)
Chinese (Cantonese)","Flushing, NY",11355,4.42,33 reviews,3.72,4.48,False,https://www.zocdoc.com/dentist/yon-h-lai-dds-34671
"Dr. Norman Saffra, MD","Retina & Vitreous Surgeon, Ophthalmologist, Retina Specialist (Medical)",Male,"English
Hebrew","Hewlett, NY",11557,4.92,25 reviews,4.38,4.79,False,https://www.zocdoc.com/doctor/norman-saffra-md-282707
"Dr. Marina Chernin, DDS","Dentist, Cosmetic Dentist",Female,"English
Russian","New York, NY",10022,4.83,124 reviews,4.82,4.89,True,https://www.zocdoc.com/dentist/marina-chernin-dds-400
"Russell Kordas, LAc",Acupuncturist,Male,English,"Brooklyn, NY",11210,None,None,None,None,False,https://www.zocdoc.com/doctor/russell-kordas-lac-289654
"Dr. Rodney Becher, MD",Urologist,Male,English,"Ridgewood, NY",11385,4.50,None,5.00,5.00,False,https://www.zocdoc.com/doctor/rodney-becher-md-293690
"Dr. Amy Tiersten, MD",Oncologist,Female,English,"New York, NY",10029,None,None,None,None,False,https://www.zocdoc.com/doctor/amy-tiersten-md-248305
"Dr. Charles Hashim, DDS","Dentist, Cosmetic Dentist",Male,"English
Spanish","New York, NY",10038,4.69,124 reviews,4.63,4.68,False,https://www.zocdoc.com/dentist/charles-hashim-dds-1081
"Dr. Larisa Lozover, DDS","Dentist, Cosmetic Dentist",Female,"English
Spanish
Russian
Polish
Ukrainian","Brooklyn, NY",11223,4.53,90 reviews,4.52,4.59,False,https://www.zocdoc.com/dentist/larisa-lozover-dds-77770
"Raymond Batista, LCSW",Psychotherapist,Male,"English
Spanish","New York, NY",11222,4.20,10 reviews,4.78,4.67,True,https://www.zocdoc.com/professional/raymond-batista-lcsw-193632
"Leann Thaw, LMSW",Psychotherapist,Female,English,"Brooklyn, NY",11215,None,None,None,None,False,https://www.zocdoc.com/professional/leann-thaw-lmsw-298606
"Dr. Arnold Fischler, DMD","Dentist, Cosmetic Dentist, Dental Pain Specialist",Male,English,"Oakland Gardens, NY",11364,4.86,28 reviews,4.69,5.00,False,https://www.zocdoc.com/dentist/arnold-fischler-dmd-145384
"Jillian Stile, PhD",Psychologist,Female,English,"New York, NY",10021,5.00,11 reviews,5.00,5.00,True,https://www.zocdoc.com/doctor/jillian-stile-phd-125008
"Dr. Robert Zarabi, DDS","Oral Surgeon, Dentist, Periodontist, Cosmetic Dentist, Dental Pain Specialist",Male,"English
Spanish
Farsi
Greek","New York, NY",None,4.82,67 reviews,4.97,4.89,True,https://www.zocdoc.com/dentist/robert-zarabi-dds-237912
"Alicia Gomera, LMHC",Psychotherapist,Female,"English
Spanish","Flushing, NY",11367,5.00,5 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/alicia-gomera-lmhc-292955
"Dr. Marina Volfson, MD",Pediatrician,Female,English,"New York, NY",10003,4.45,11 reviews,4.63,4.50,False,https://www.zocdoc.com/doctor/marina-volfson-md-260326
"Dr. Nancy Choe, OD",Optometrist,Female,English,"New York, NY",10075,4.92,250 reviews,4.77,4.97,False,https://www.zocdoc.com/doctor/nancy-choe-od-246271
"Dr. Nilesh Patel, MD","Ear, Nose & Throat Doctor",Male,"English
Spanish
Hindi
Gujarati","New York, NY",10017,4.80,1819 reviews,4.42,4.84,False,https://www.zocdoc.com/doctor/nilesh-patel-md-1495
"Dr. Richard Nass, MD","Ear, Nose & Throat Doctor",Male,English,"New York, NY",10016,4.88,232 reviews,4.62,4.91,True,https://www.zocdoc.com/doctor/richard-nass-md-4104
"Dr. Udit Chaddha, MD",Pulmonologist,Male,"English
Hindi","New York, NY",None,None,None,None,None,True,https://www.zocdoc.com/doctor/udit-chaddha-md-293097
"Dr. John Sfakianos, MD",Urologist,Male,"English
Greek","New York, NY",None,4.90,39 reviews,4.23,4.92,True,https://www.zocdoc.com/doctor/john-sfakianos-md-283615
"Dr. Heath Bettencourtt, MD",Pediatrician,Male,English,"Brooklyn, NY",11231,4.67,12 reviews,5.00,4.75,True,https://www.zocdoc.com/doctor/heath-bettencourtt-md-289390
"Sydney Seifert, LMSW",Psychotherapist,Female,"English
Spanish","New York, NY",10023,5.00,2 reviews,4.00,5.00,True,https://www.zocdoc.com/professional/sydney-seifert-lmsw-297619
"Dr. Anna Suponya, MD","Internist, Primary Care Doctor",Female,"English
Russian","Brooklyn, NY",11209,4.71,287 reviews,4.38,4.72,False,https://www.zocdoc.com/doctor/anna-suponya-md-8842
"Dr. Samer Jaber, MD",Dermatologist,Male,"English
Spanish","New York, NY",10011,4.89,1563 reviews,4.61,4.91,False,https://www.zocdoc.com/doctor/samer-jaber-md-124629
"Dr. Irina Starik, DMD","Dentist, Cosmetic Dentist",Female,"English
Russian","New York, NY",10075,4.82,149 reviews,4.84,4.89,False,https://www.zocdoc.com/dentist/irina-starik-dmd-76209
"Dr. Winona Tse, MD",Neurologist,Female,"English
Spanish
Chinese (Cantonese)","New York, NY",10029,4.86,7 reviews,4.83,4.83,False,https://www.zocdoc.com/doctor/winona-tse-md-283506
"Dr. Nataliya Krivitskaya, MD, FAAP",Pediatrician,Female,"English
French
Spanish
Russian
Ukrainian","Bronx, NY",10462,4.89,165 reviews,4.40,4.87,True,https://www.zocdoc.com/doctor/nataliya-krivitskaya-md-faap-103185
"Dr. Albert Ilyayev, DDS","Dentist, Cosmetic Dentist",Male,"English
Spanish
Russian","Forest Hills, NY",11375,4.94,97 reviews,4.44,4.97,False,https://www.zocdoc.com/dentist/albert-ilyayev-dds-151456
"Brooke Morton, FNP",Nurse Practitioner,Female,English,"Brooklyn, NY",11217,4.85,13 reviews,4.38,4.92,False,https://www.zocdoc.com/doctor/brooke-morton-fnp-293644
"Dr. Jim Li, DO","Geriatrician, Family Physician, Primary Care Doctor",Male,"English
Chinese (Mandarin)","Flushing, NY",11354,4.92,333 reviews,4.77,4.94,False,https://www.zocdoc.com/doctor/jim-li-do-179118
"Dr. Richard Smith, MD",Cardiologist,Male,"English
Spanish","Mineola, NY",11501,5.00,1 review,4.00,5.00,False,https://www.zocdoc.com/doctor/richard-smith-md-256273
"Dr. Anjan Rau, MD","Vascular Surgeon, Surgeon",Male,"English
Spanish","Brooklyn, NY",11215,3.81,42 reviews,3.31,4.02,True,https://www.zocdoc.com/doctor/anjan-rau-md-39675
"Ekaterine Bachilava, PA",Physician Assistant,Female,"English
Russian
Georgian","New York, NY",10018,4.91,58 reviews,4.57,4.96,False,https://www.zocdoc.com/doctor/ekaterine-bachilava-pa-286733
"Dr. Daniel Alpert, MD",Gastroenterologist,Male,"English
Spanish
Russian","ny, NY",10016,4.81,447 reviews,4.33,4.87,True,https://www.zocdoc.com/doctor/daniel-alpert-md-8402
"Dr. Pedram Hendizadeh, DPM, FACFAS",Podiatrist,Male,English,"Huntington, NY",11743,4.90,68 reviews,4.76,4.87,False,https://www.zocdoc.com/doctor/pedram-hendizadeh-dpm-facfas-158746
"Dr. Robin R Blum, MD, FAAD",Dermatologist,Female,"English
Hebrew","New York, NY",10019,4.83,1489 reviews,4.77,4.81,True,https://www.zocdoc.com/doctor/robin-r-blum-faad-md-6908
"Dr. Adele Cavalli, MD","Gynecologist, OB-GYN",Female,"English
Spanish","New York, NY",10011,4.83,701 reviews,4.40,4.88,False,https://www.zocdoc.com/doctor/adele-cavalli-md-3332
"Dr. Michael Tanzer, MD",Psychiatrist,Male,English,"New York, NY",10005,4.98,53 reviews,5.00,4.94,False,https://www.zocdoc.com/doctor/michael-tanzer-md-173854
"Dr. Lauren Schwartz, MD",Gastroenterologist,Female,English,"New York, NY",10279,4.92,524 reviews,4.70,4.95,True,https://www.zocdoc.com/doctor/lauren-schwartz-md-132454
"Dr. Clarice Chang, DDS",Dentist,Female,"English
Korean","New York, NY",10016,4.97,105 reviews,4.87,4.98,False,https://www.zocdoc.com/dentist/clarice-chang-dds-285793
"Dr. Erin Kil, MD",Dermatologist,Female,"English
Spanish","New York, NY",10013,4.71,653 reviews,4.66,4.69,True,https://www.zocdoc.com/doctor/erin-kil-md-33749
"Dr. Albert Joseph Rudick, MD",Ophthalmologist,Male,"English
Spanish","New York, NY",10016,4.60,883 reviews,4.19,4.60,False,https://www.zocdoc.com/doctor/albert-joseph-rudick-md-1257
"Dr. Diego Ponieman, MD",Primary Care Doctor,Male,"English
Spanish","New York, NY",10026,4.62,291 reviews,4.31,4.67,False,https://www.zocdoc.com/doctor/diego-ponieman-md-1646
"Dr. Jimmy Van, DPM",Podiatrist,Male,"English
Vietnamese
Chinese (Mandarin)
view all","Brooklyn, NY",11214,4.84,704 reviews,4.80,4.87,False,https://www.zocdoc.com/doctor/jimmy-van-dpm-142045
"Dr. Catherine Boulos, DDS",Dentist,Female,"English
Spanish
Arabic
Russian","Brooklyn, NY",11209,5.00,18 reviews,4.89,5.00,False,https://www.zocdoc.com/dentist/catherine-boulos-dds-181651
"Gabriele Mariotti, LCSW",Psychotherapist,Male,"English
Italian","New York, NY",10016,4.76,58 reviews,4.96,4.81,True,https://www.zocdoc.com/professional/gabriele-mariotti-lcsw-130738
"Lyndsay Fee, LCSW",Psychotherapist,Female,English,"New York, NY",10016,None,None,None,None,True,https://www.zocdoc.com/professional/lyndsay-fee-lcsw-292675
"Dr. Sara Caldararo, MD",Pediatrician,Female,English,"Bronx, NY",10458,4.89,9 reviews,4.00,4.89,False,https://www.zocdoc.com/doctor/sara-caldararo-md-186507
"Dr. Howard Shapiro, DO",Primary Care Doctor,Male,English,"New York, NY",10022,4.77,47 reviews,4.35,4.85,False,https://www.zocdoc.com/doctor/howard-shapiro-do-69702
"Dr. Daniel Pender, MD","Ear, Nose & Throat Doctor",Male,English,"New York, NY",10024,4.82,462 reviews,4.47,4.90,False,https://www.zocdoc.com/doctor/daniel-pender-md-31054
"Dr. Jian Zhang, DPM",Podiatrist,Male,English,"Bronx, NY",10467,None,None,None,None,False,https://www.zocdoc.com/doctor/jian-zhang-dpm-287198
"Dr. Jose Loor, DPM, FACFAOM, MBA",Podiatrist,Male,"English
Spanish","New York, NY",10010,4.60,218 reviews,4.53,4.69,False,https://www.zocdoc.com/doctor/jose-loor-dpm-facfaom-mba-80664
"Dr. Jun Suk Song, DDS",Periodontist,Male,English,"New York, NY",10006,4.56,9 reviews,4.67,4.44,False,https://www.zocdoc.com/dentist/jun-suk-song-dds-281959
"Dr. Samir Parekh, MD",Oncologist,Male,English,"New York, NY",10029,None,None,None,None,False,https://www.zocdoc.com/doctor/samir-parekh-md-248506
"Dr. Stuart L. Saftchick, MD, FACP","Internist, Primary Care Doctor",Male,"English
Spanish","New York, NY",10028,4.61,152 reviews,3.85,4.66,False,https://www.zocdoc.com/doctor/stuart-l-saftchick-facp-md-9393
"Dr. Dennis Gage, MD, FACP",Endocrinologist,Male,"English
Spanish","New York, NY",10021,4.82,401 reviews,3.98,4.82,False,https://www.zocdoc.com/doctor/dennis-gage-md-facp-4514
"Dr. Jonathan Freed, DDS","Dentist, Cosmetic Dentist",Male,English,"New York, NY",10016,4.96,92 reviews,4.87,4.97,False,https://www.zocdoc.com/dentist/jonathan-freed-dds-91172
"Dr. Ali El Atat, MD","Pulmonologist, Primary Care Doctor, Sleep Medicine Specialist, Critical Care Specialist",Male,"English
French
Spanish
Arabic
Albanian","Brooklyn, NY",11209,4.64,103 reviews,3.95,4.69,False,https://www.zocdoc.com/doctor/ali-el-atat-md-41707
"Dr. Emily Wang, MD","Internist, Primary Care Doctor",Female,English,"New York, NY",None,5.00,None,4.67,5.00,False,https://www.zocdoc.com/doctor/emily-wang-md-288774
"Dr. Yongzeng Ding, MD, PhD","Internist, Primary Care Doctor",Male,"English
Chinese (Mandarin)","Flushing, NY",11355,4.91,162 reviews,4.88,4.92,True,https://www.zocdoc.com/doctor/yongzeng-ding-md-phd-285451
"Dr. Maria Chartzoulakis, DMD","Prosthodontist, Dentist, Cosmetic Dentist, Dental Pain Specialist",Female,English,"New York, NY",10018,4.84,31 reviews,4.93,4.86,False,https://www.zocdoc.com/dentist/maria-chartzoulakis-dmd-289769
